"Line Downtime Original Reason","Line Downtime Reason","Line State Duration","Scheduled Shift","Scheduled Shift Start Date Time","Line Downtime Equipment Name"
"","","5338.450000000001","A1","2022-11-09 07:00:00.000",""
"","","5110.783333333334","C1","2022-11-09 19:00:00.000",""
"Unplanned Downtime","HLSO Delivery","98.41666666666667","A1","2022-11-09 07:00:00.000","7102"
"Unplanned Downtime","HLJ0 Sheeter jam up","6.966666666666667","A1","2022-11-09 07:00:00.000","7102"
"Unplanned Downtime","PQ80 Web Break","5.533333333333333","A1","2022-11-09 07:00:00.000","7102"
"Unplanned Downtime","HLOE Sheeting Electrical","30.133333333333333","A1","2022-11-09 07:00:00.000","7102"
"Unplanned Downtime","SQ04 Waiting on Material Board","9.166666666666666","A1","2022-11-09 07:00:00.000","7102"
"Unplanned Downtime","Unplanned Downtime","7.416666666666667","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","HLSO Delivery","58.11666666666667","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","FMBC Belt Change","15.85","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","SPL-Splice waste","3.2","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","HLJ0 Sheeter jam up","47.68333333333333","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","HLOE Sheeting Electrical","6.083333333333333","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","WQ00 Material Handling","7.466666666666667","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","Q00 Defective Material - Internal","10.283333333333333","C1","2022-11-09 19:00:00.000","7102"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","61.96666666666667","A1","2022-11-09 07:00:00.000","7104"
"Unplanned Downtime","PQ80 Web Break","10.1","A1","2022-11-09 07:00:00.000","7104"
"Unplanned Downtime","HLJ0 Sheeter jam up","35.53333333333333","A1","2022-11-09 07:00:00.000","7104"
"Unplanned Downtime","HLSO Delivery","12.3","A1","2022-11-09 07:00:00.000","7104"
"Unplanned Downtime","HLJ0 Sheeter jam up","7.566666666666666","C1","2022-11-09 19:00:00.000","7104"
"Unplanned Downtime","PQ06 Coating Stickers","27.583333333333332","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","23.333333333333332","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PLG2 2-Sheet Caliper","21.233333333333334","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","81.16666666666667","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PL0U Electrical Dryer (UV)","23.433333333333334","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","Unplanned Downtime","6.783333333333333","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PLD0 Mechanical Delivery","0.5333333333333333","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PLDF Mechanical Feeder","3.9833333333333334","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","L0ER Electrical Feeder","6.116666666666666","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PQBE Blanket Problems","24.85","A1","2022-11-09 07:00:00.000","7201"
"Unplanned Downtime","PLD7 Mechanical Unit 7","9.416666666666666","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","25.483333333333334","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PLDX Mechanical Coater","24.816666666666666","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","61.35","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PLDF Mechanical Feeder","7.083333333333333","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PQBE Blanket Problems","16.316666666666666","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PLD0 Mechanical Delivery","21.233333333333334","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","L0ER Electrical Feeder","3.3333333333333335","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","Unplanned Downtime","1.55","C1","2022-11-09 19:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","38.93333333333333","1","2022-11-09 07:00:00.000","7206"
"","","5059.166666666667","1","2022-11-09 07:00:00.000",""
"Unplanned Downtime","PLG5 Feeder Trips   Operator","5.1","1","2022-11-09 07:00:00.000","7206"
"Unplanned Downtime","PLD1 Mechanical Unit 1","9.566666666666666","1","2022-11-09 07:00:00.000","7206"
"Unplanned Downtime","PLAX Electrical Mech Auxiliary","92.71666666666667","1","2022-11-09 07:00:00.000","7206"
"Unplanned Downtime","PQ56 Off Color Denisty","12.566666666666666","1","2022-11-09 07:00:00.000","7206"
"Unplanned Downtime","PQ52 Mis-Rigister Print","16.483333333333334","1","2022-11-09 07:00:00.000","7206"
"Unplanned Downtime","PQBE Blanket Problems","13.383333333333333","1","2022-11-09 07:00:00.000","7206"
"","","5140.099999999999","2","2022-11-09 15:00:00.000",""
"Unplanned Downtime","PLG1 Head Stops - Eyes","14.3","2","2022-11-09 15:00:00.000","7206"
"Unplanned Downtime","PQBW Blanket Wash Normal","42.31666666666667","2","2022-11-09 15:00:00.000","7206"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","13.35","2","2022-11-09 15:00:00.000","7206"
"Unplanned Downtime","L0ER Electrical Feeder","20.433333333333334","2","2022-11-09 15:00:00.000","7206"
"Unplanned Downtime","PLDF Mechanical Feeder","18.366666666666667","2","2022-11-09 15:00:00.000","7206"
"","","4797.55","3","2022-11-09 23:00:00.000",""
"Unplanned Downtime","PLG5 Feeder Trips   Operator","15.133333333333333","3","2022-11-09 23:00:00.000","7206"
"Unplanned Downtime","PQBW Blanket Wash Normal","10.566666666666666","3","2022-11-09 23:00:00.000","7206"
"Unplanned Downtime","Unplanned Downtime","10.616666666666667","3","2022-11-09 23:00:00.000","7206"
"Unplanned Downtime","PQ06 Coating Stickers","20.633333333333333","3","2022-11-09 23:00:00.000","7206"
"Unplanned Downtime","SQ01 Waiting on info - Schedule Change","32.9","A1","2022-11-09 07:00:00.000","7204"
"Unplanned Downtime","PLDX Mechanical Coater","144.61666666666667","A1","2022-11-09 07:00:00.000","7204"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","63.86666666666667","A1","2022-11-09 07:00:00.000","7204"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","65.8","A1","2022-11-09 07:00:00.000","7204"
"Unplanned Downtime","S00 START-UP SHUT-DOWN","40.46666666666667","A1","2022-11-09 07:00:00.000","7204"
"Unplanned Downtime","PQBW Blanket Wash Normal","45.53333333333333","A1","2022-11-09 07:00:00.000","7204"
