"Line Downtime Original Reason","Line Downtime Reason","Line State Duration","Scheduled Shift","Scheduled Shift Start Date Time","Line Downtime Equipment Name"
"","","5500.066666666667","B1","2022-11-07 07:00:00.000",""
"","","5171.483333333334","D1","2022-11-07 19:00:00.000",""
"Unplanned Downtime","HLSO Delivery","120.95","B1","2022-11-07 07:00:00.000","7102"
"Unplanned Downtime","HLJ0 Sheeter jam up","12.616666666666667","B1","2022-11-07 07:00:00.000","7102"
"Unplanned Downtime","PQ80 Web Break","60.5","B1","2022-11-07 07:00:00.000","7102"
"Unplanned Downtime","Unplanned Downtime","5.316666666666666","B1","2022-11-07 07:00:00.000","7102"
"Unplanned Downtime","HLJ0 Sheeter jam up","42.38333333333333","D1","2022-11-07 19:00:00.000","7102"
"Unplanned Downtime","HLSO Delivery","110.65","D1","2022-11-07 19:00:00.000","7102"
"Unplanned Downtime","Unplanned Downtime","0.03333333333333333","D1","2022-11-07 19:00:00.000","7102"
"Unplanned Downtime","PQ80 Web Break","18.833333333333332","D1","2022-11-07 19:00:00.000","7102"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","57.11666666666667","D1","2022-11-07 19:00:00.000","7102"
"Unplanned Downtime","HLSO Delivery","10.716666666666667","B1","2022-11-07 07:00:00.000","7104"
"Unplanned Downtime","HLJ0 Sheeter jam up","14.4","B1","2022-11-07 07:00:00.000","7104"
"Unplanned Downtime","VQO9 Bow-Warp-Curl","2.55","D1","2022-11-07 19:00:00.000","7104"
"Unplanned Downtime","WQ00 Material Handling","9.166666666666666","D1","2022-11-07 19:00:00.000","7104"
"Unplanned Downtime","HLOE Sheeting Electrical","39.93333333333333","D1","2022-11-07 19:00:00.000","7104"
"Unplanned Downtime","HLSO Delivery","1.1666666666666667","D1","2022-11-07 19:00:00.000","7104"
"Unplanned Downtime","Unplanned Downtime","33.5","D1","2022-11-07 19:00:00.000","7104"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","7.733333333333333","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PQBE Blanket Problems","11.666666666666666","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PLD1 Mechanical Unit 1","19.016666666666666","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PQ29 Ghosting and Ink Transfer","8.883333333333333","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PLDF Mechanical Feeder","5.433333333333334","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PQ39 Voids Hickies Blk Smash","27.716666666666665","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","40.833333333333336","B1","2022-11-07 07:00:00.000","7201"
"Unplanned Downtime","PLDF Mechanical Feeder","32.45","D1","2022-11-07 19:00:00.000","7201"
"Unplanned Downtime","Unplanned Downtime","6.566666666666666","D1","2022-11-07 19:00:00.000","7201"
"Unplanned Downtime","PLD7 Mechanical Unit 7","7.283333333333333","D1","2022-11-07 19:00:00.000","7201"
"Unplanned Downtime","PLD0 Mechanical Delivery","12.566666666666666","D1","2022-11-07 19:00:00.000","7201"
"Unplanned Downtime","PQBW Blanket Wash Normal","16.85","D1","2022-11-07 19:00:00.000","7201"
"Unplanned Downtime","L0ER Electrical Feeder","12.75","D1","2022-11-07 19:00:00.000","7201"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","1.4","D1","2022-11-07 19:00:00.000","7201"
"","","4784.0","1","2022-11-07 07:00:00.000",""
"Unplanned Downtime","PLG5 Feeder Trips   Operator","29.816666666666666","1","2022-11-07 07:00:00.000","7206"
"Unplanned Downtime","PLG0 Infeed - Side Guide","1.45","1","2022-11-07 07:00:00.000","7206"
"Unplanned Downtime","PLF Feeder - Press Crew","6.266666666666667","1","2022-11-07 07:00:00.000","7206"
"","","4984.133333333333","2","2022-11-07 15:00:00.000",""
"Unplanned Downtime","PLG1 Head Stops - Eyes","13.4","2","2022-11-07 15:00:00.000","7206"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","81.1","2","2022-11-07 15:00:00.000","7206"
"Unplanned Downtime","PQBW Blanket Wash Normal","10.6","2","2022-11-07 15:00:00.000","7206"
"Unplanned Downtime","PLDF Mechanical Feeder","63.43333333333333","2","2022-11-07 15:00:00.000","7206"
"","","4628.599999999999","3","2022-11-07 23:00:00.000",""
"Unplanned Downtime","PLG5 Feeder Trips   Operator","81.8","3","2022-11-07 23:00:00.000","7206"
"Unplanned Downtime","PLF Feeder - Press Crew","14.283333333333333","3","2022-11-07 23:00:00.000","7206"
"Unplanned Downtime","PLG0 Infeed - Side Guide","2.433333333333333","3","2022-11-07 23:00:00.000","7206"
"Unplanned Downtime","PQBW Blanket Wash Normal","18.6","3","2022-11-07 23:00:00.000","7206"
"Unplanned Downtime","T00 MEETING-SAFETY TRAINING ","63.3","3","2022-11-07 23:00:00.000","7206"
"Unplanned Downtime","PLD0 Mechanical Delivery","0.25","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PLG1 Head Stops - Eyes","33.916666666666664","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PLDF Mechanical Feeder","55.28333333333333","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PQ06 Coating Stickers","18.883333333333333","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PQBW Blanket Wash Normal","43.583333333333336","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PQ39 Voids Hickies Blk Smash","10.516666666666667","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PLG2 2-Sheet Caliper","10.5","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","0.2833333333333333","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","SQ04 Waiting on Material Board","17.083333333333332","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","S00 START-UP SHUT-DOWN","59.43333333333333","B1","2022-11-07 07:00:00.000","7204"
"Unplanned Downtime","PLF Feeder - Press Crew","289.25","D1","2022-11-07 19:00:00.000","7204"
"Unplanned Downtime","Unplanned Downtime","0.5333333333333333","D1","2022-11-07 19:00:00.000","7204"
"Unplanned Downtime","PQBW Blanket Wash Normal","56.55","D1","2022-11-07 19:00:00.000","7204"
"Unplanned Downtime","PLG5 Feeder Trips   Operator","18.4","D1","2022-11-07 19:00:00.000","7204"
"Unplanned Downtime","PLG0 Infeed - Side Guide","6.75","D1","2022-11-07 19:00:00.000","7204"
